timestamp_utc	device_sample
2026-08-03T17:44:47Z	card0,99,17,15,N/A,0;;
2026-08-03T17:44:48Z	card0,99,17,15,N/A,0;;
2026-08-03T17:44:49Z	card0,99,17,15,N/A,0;;
2026-08-03T17:44:50Z	card0,99,17,16,N/A,0;;
2026-08-03T17:44:51Z	card0,100,17,16,N/A,0;;
2026-08-03T17:44:53Z	card0,99,17,15,N/A,0;;
2026-08-03T17:44:54Z	card0,99,17,15,N/A,0;;
2026-08-03T17:44:55Z	card0,99,17,2,N/A,0;;
2026-08-03T17:44:56Z	card0,99,17,15,N/A,0;;
2026-08-03T17:44:57Z	card0,99,17,16,N/A,0;;
2026-08-03T17:44:58Z	card0,99,17,15,N/A,0;;
2026-08-03T17:44:59Z	card0,100,17,15,N/A,0;;
